Sire,Dam,animal,Column,Block,Chosen/Rejected,Vial,l2,l3,l4,l5
28,164,1050,B,1,0,164,1.762300047,0.370547595,0.260078017,0.585190748
29,165,1051,F,1,0,165,1.763704944,0.276176513,0.431979554,0.698456544
29,165,1052,F,1,1,165,1.763467391,0.262638637,0.253986048,0.691624559
29,165,1053,F,1,0,165,1.788544655,0.288032852,0.360661069,0.702712381
29,165,1054,F,1,0,165,1.783942896,0.275742515,0.267192569,0.604375523
29,165,1055,F,1,0,165,1.752928569,0.268297446,0.345144041,0.73964849
29,165,1056,B,1,0,165,1.786123716,0.318618439,0.393193616,0.825831349
29,165,1057,B,1,0,165,1.784531702,0.325396459,0.391789231,0.806986027
29,165,1058,B,1,0,165,1.790760025,0.37592096,0.219680842,0.730346777
29,165,1059,B,1,1,165,1.793828763,0.319255121,0.19151706,0.721468419
29,166,1060,F,1,0,166,1.809670915,0.62504477,1.109703114,1.336627799
29,166,1061,F,1,0,166,1.769836651,0.326776148,0.49049437,0.830366988
29,166,1062,F,1,0,166,1.775332047,0.556730346,1.111033463,1.372207687
29,166,1063,B,1,1,166,1.772788642,0.36173883,0.494295705,0.599676521
29,166,1064,B,1,0,166,1.688992005,0.469191942,0.899024211,1.022646207
29,166,1065,B,1,0,166,1.777105008,0.363391667,0.524125256,0.612826888
29,166,1066,B,1,0,166,1.794100767,0.508588259,1.052100539,1.113635344
29,167,1067,F,1,1,167,1.730945011,0.400193142,0.269515424,0.60966389
29,167,1068,F,1,0,167,1.732621978,0.400247458,0.275816718,0.575208589
29,167,1069,F,1,1,167,1.729276697,0.354365811,0.258831753,0.588528754
29,167,1070,F,1,0,167,1.7386309,0.391126053,0.292819746,0.566625064
29,167,1071,B,1,0,167,1.748745798,0.406500468,0.254980909,0.608055648
29,167,1072,B,1,1,167,1.739415085,0.356257938,0.190616291,0.653379828
29,167,1073,B,1,0,167,1.754448578,0.398004784,0.312365142,0.607506922
29,167,1074,B,1,1,167,1.729396816,0.383553182,0.202055299,0.674649908
29,167,1075,B,1,1,167,1.745609556,0.356680225,0.252025328,0.616599612
30,168,1076,F,1,0,168,1.718180853,0.221758459,0.330841386,0.649484943
30,168,1077,F,1,1,168,1.724961427,0.228359947,0.296440588,0.730214576
30,168,1078,F,1,1,168,1.71394407,0.243986612,0.273539707,0.693467103
30,168,1079,F,1,0,168,1.707152893,0.192558198,0.291406298,0.6866276
30,168,1080,F,1,0,168,1.712585894,0.237943198,0.283019542,0.690983354
30,168,1081,B,1,1,168,1.742614582,0.273341333,0.255568247,0.604902083
30,168,1082,B,1,1,168,1.716939879,0.251849469,0.25791187,0.676586583
30,168,1083,B,1,0,168,1.72530552,0.244833991,0.271057419,0.677912569
30,168,1084,B,1,1,168,1.715479152,0.292127936,0.26435944,0.562190555
30,168,1085,B,1,0,168,1.735205752,0.305043431,0.309879814,0.580597277
30,169,1086,F,1,0,169,1.770867178,0.580428164,0.927574259,0.842387236
30,169,1087,F,1,0,169,1.732647307,0.47195771,0.549400992,0.575237871
30,169,1088,F,1,0,169,1.720793642,0.41083091,0.536959369,0.595223619
30,169,1089,F,1,1,169,1.738317031,0.45798613,0.640708245,0.556202099
30,169,1090,B,1,0,169,1.706454038,0.424673549,0.380386423,0.422380024
30,169,1091,B,1,0,169,1.680136757,0.401354226,0.25548991,0.396203278
30,169,1092,B,1,1,169,1.711420571,0.426665319,0.331122222,0.45452572
30,170,1093,F,1,0,170,1.75333949,0.687242512,1.288674922,2.666013434
30,170,1094,F,1,1,170,1.828105664,0.695448057,1.267859071,1.370927792
30,170,1095,F,1,0,170,1.746500846,0.604469063,1.16625034,1.27262298
30,170,1096,F,1,1,170,1.795683594,0.696717235,1.367618383,1.368986586
30,170,1097,F,1,0,170,1.821381387,0.678044884,1.344708646,1.401206097
30,170,1098,B,1,1,170,1.753653028,0.429430557,0.393287424,0.580395563
30,170,1099,B,1,0,170,1.746481889,0.363610668,0.40598994,0.626791665
30,170,1100,B,1,1,170,1.758339024,0.478196357,0.683342605,0.817303365
30,170,1101,B,1,0,170,1.740576027,0.408490215,0.40057077,0.685735197
30,170,1102,B,1,1,170,1.732575107,0.354246212,0.410169252,0.626484895
31,171,1103,F,1,1,171,1.683209955,0.322047972,0.350509235,0.46746597
31,171,1104,F,1,0,171,1.650325773,0.292918702,0.336645575,0.348098839
31,171,1105,F,1,1,171,1.651009024,0.304927864,0.351416868,0.373626768
31,171,1106,F,1,0,171,1.643935542,0.274999369,0.379806452,0.324018427
31,171,1107,F,1,1,171,1.643441727,0.29757695,0.355018007,0.358243056
31,171,1108,B,1,1,171,1.627382074,0.300174005,0.361229154,0.637862236
31,171,1109,B,1,1,171,1.649791603,0.341904959,0.332576354,0.584549533
31,171,1110,B,1,1,171,1.641399857,0.304763417,0.333190987,0.603473457
31,171,1111,B,1,0,171,1.650072812,0.329760683,0.3827657,0.61139793
31,171,1112,B,1,0,171,1.648166161,0.372164025,0.354929484,0.583910429
31,172,1113,F,1,0,172,1.672800756,0.282638915,0.290639032,0.840660511
31,172,1114,F,1,1,172,1.719905841,0.32096817,0.266747249,0.880485018
31,172,1115,F,1,0,172,1.695953992,0.304001682,0.30825212,0.854176361
31,172,1116,F,1,1,172,1.67900331,0.260239271,0.281229588,0.898358156
31,172,1117,F,1,0,172,1.712827331,0.418414802,0.22251735,0.876792567
31,172,1118,B,1,0,172,1.672565559,0.344723919,0.248128799,0.482931176
31,172,1119,B,1,0,172,1.659371338,0.320640396,0.23401502,0.540183929
31,172,1120,B,1,1,172,1.647314607,0.364969481,0.266675638,0.26024794
31,173,1121,F,1,1,173,1.690326109,0.402585334,0.331457738,0.706811024
31,173,1122,F,1,0,173,1.662190364,0.352587249,0.35677971,0.629504658
31,173,1123,F,1,1,173,1.689209201,0.385884871,0.390848659,0.759737902
31,173,1124,F,1,1,173,1.686665313,0.368684796,0.351457497,0.731305065
31,173,1125,F,1,1,173,1.685970785,0.414291156,0.382647134,0.716525245
31,173,1126,B,1,0,173,1.703470119,0.326263466,0.294411929,0.692070751
31,173,1127,B,1,1,173,1.702914724,0.380781418,0.298668289,0.636467528
31,173,1128,B,1,1,173,1.69941245,0.312096659,0.322964984,0.697779903
31,173,1129,B,1,0,173,1.702671846,0.369823923,0.29390634,0.629665569
31,173,1130,B,1,1,173,1.715526965,0.393384182,0.320803488,0.740671706
32,174,1131,F,1,0,174,1.669704414,0.272000382,0.24309226,0.720025755
32,174,1132,F,1,0,174,1.696725558,0.351794054,0.207369672,0.67025031
32,174,1133,F,1,0,174,1.672173402,0.320517399,0.205661819,0.727195231
32,174,1134,F,1,0,174,1.68630243,0.326516665,0.204381817,0.664264944
32,174,1135,F,1,1,174,1.674230745,0.294578084,0.265473954,0.703619428
32,174,1136,B,1,1,174,1.653409957,0.320231579,0.251631763,0.478312592
32,174,1137,B,1,0,174,1.649855907,0.351952321,0.2966468,0.441116777
32,174,1138,B,1,1,174,1.678311994,0.386308747,0.299202839,0.538608347
32,174,1139,B,1,1,174,1.668653673,0.376179194,0.311658421,0.495348941
32,174,1140,B,1,1,174,1.651251612,0.30922541,0.283629618,0.509705135
32,175,1141,F,1,1,175,1.708275491,0.429191526,0.208237277,0.579179817
32,175,1142,F,1,1,175,1.713448715,0.378899134,0.217693872,0.490333693
32,175,1143,F,1,0,175,1.709100063,0.454763273,0.199396431,0.529613112
32,175,1144,F,1,1,175,1.701690723,0.361179124,0.294401073,0.596863822
32,175,1145,F,1,0,175,1.716173994,0.445183493,0.238326111,0.56378959
32,175,1146,B,1,1,175,1.703825728,0.332262619,0.253729382,0.450710296
32,175,1147,B,1,0,175,1.704593031,0.260223307,0.301948409,0.340197374
32,176,1148,F,1,0,176,1.64787664,0.359549709,0.177728702,0.449412817
32,176,1149,F,1,1,176,1.622421322,0.401927413,0.305384465,0.40619517
32,176,1150,F,1,1,176,1.657067556,0.375021412,0.192948067,0.475898205
32,176,1151,F,1,0,176,1.625677223,0.326135812,0.298311371,0.569832239
32,176,1152,F,1,0,176,1.692369742,0.489146932,0.275701553,0.623928702
32,176,1153,B,1,0,176,1.655043157,0.360610162,0.19509459,0.520965334
32,176,1154,B,1,1,176,1.633996119,0.307272237,0.242143437,0.632273539
32,176,1155,B,1,1,176,1.666556875,0.380347767,0.256450826,0.589712005
32,176,1156,B,1,1,176,1.662847642,0.400706929,0.248604519,0.644349802
32,176,1157,B,1,0,176,1.633486405,0.358615389,0.242738099,0.51078862
33,177,1158,F,1,0,177,1.622273449,0.160798628,0.262504199,0.544302813
33,177,1159,F,1,0,177,1.716133411,0.206076884,0.279637864,0.408405572
33,177,1160,F,1,1,177,1.669431963,0.173720248,0.211944835,0.560021701
33,177,1161,F,1,0,177,1.6488788,0.144991627,0.20655378,0.613616559
33,177,1162,F,1,0,177,1.648137544,0.231582623,0.258849766,0.524527267
33,177,1163,B,1,1,177,1.70299006,0.288759199,0.109298447,0.663938136
33,177,1164,B,1,1,177,1.686437116,0.217859822,0.202311999,0.571005751
33,177,1165,B,1,0,177,1.719361124,0.226728349,0.175657995,0.541582393
33,177,1166,B,1,0,177,1.715793268,0.478413317,0.42815157,0.359457139
33,177,1167,B,1,1,177,1.680814886,0.269387067,0.092239027,0.574438707
33,178,1168,F,1,1,178,1.729623475,0.37287466,0.295536623,0.491221675
33,178,1169,F,1,1,178,1.713514117,0.294277144,0.299378141,0.409156493
33,178,1170,F,1,0,178,1.682048966,0.315642148,0.346021378,0.439893494
33,178,1171,F,1,0,178,1.710622026,0.319644572,0.263823504,0.61978336
33,178,1172,F,1,1,178,1.717197548,0.33002286,0.318444375,0.494038593
33,178,1173,B,1,0,178,1.657909325,0.315569834,0.239038645,0.458593798
33,178,1174,B,1,0,178,1.705685792,0.366872875,0.311069526,0.448330612
33,179,1175,F,1,1,179,1.673954461,0.314514649,0.21905963,0.3964714
33,179,1176,F,1,0,179,1.717658128,0.317147962,0.284590246,0.426397038
33,179,1177,F,1,0,179,1.686236043,0.503809618,0.467930263,0.584806418
33,179,1178,F,1,0,179,1.722022749,0.370992952,0.300448676,0.391580287
33,179,1179,B,1,0,179,1.746344993,0.387266248,0.167404661,0.530662654
33,179,1180,B,1,1,179,1.706199595,0.311680046,0.095773325,0.567629215
33,179,1181,B,1,0,179,1.741748463,0.375381018,0.202371689,0.524144347
33,179,1182,B,1,1,179,1.737499135,0.393192448,0.188827353,0.496426073
34,180,1183,F,1,1,180,1.609532424,0.210018311,0.361423042,0.700586791
34,180,1184,F,1,0,180,1.599881534,0.23068484,0.359720619,0.604753486
34,180,1185,F,1,0,180,1.672003916,0.438268578,0.798408814,1.044285088
34,180,1186,F,1,1,180,1.6324297,0.339304057,0.724076071,0.962117476
34,180,1187,B,1,1,180,1.723112936,0.302619853,0.386160965,0.604838715
34,180,1188,B,1,1,180,1.76515698,0.31992298,0.353784006,0.627391562
34,180,1189,B,1,0,180,1.672174649,0.287655809,0.268833334,0.625715361
34,180,1190,B,1,1,180,1.719518516,0.339561038,0.405931729,0.733593285
34,181,1191,F,1,0,181,1.735775868,0.351276394,0.207930761,0.530343217
34,181,1192,F,1,1,181,1.715715628,0.320266897,0.265224984,0.606926179
34,181,1193,F,1,0,181,1.715651701,0.335617207,0.206719004,0.585410053
34,181,1194,F,1,1,181,1.723460243,0.383799798,0.265069348,0.590407739
34,181,1195,F,1,1,181,1.745472592,0.369319942,0.274206898,0.542702151
34,181,1196,B,1,0,181,1.72136317,0.351517323,0.110234784,0.53482782
34,181,1197,B,1,1,181,1.708097042,0.354453055,0.143588819,0.591523141
34,182,1198,F,1,0,182,1.679476769,0.333094784,0.257918635,0.296004476
34,182,1199,F,1,0,182,1.602383495,0.313822516,0.185876929,0.388556659
34,182,1200,F,1,1,182,1.669791454,0.405949979,0.232430704,0.42804404
34,182,1201,F,1,0,182,1.70124311,0.370011342,0.214939827,0.405630126
34,182,1202,F,1,0,182,1.708457849,0.370678562,0.249223962,0.43104151
35,183,1203,F,1,0,183,1.71298258,0.316411411,0.32761883,0.720432286
35,183,1204,F,1,1,183,1.69193695,0.287854463,0.303667343,0.693016016
35,183,1205,F,1,1,183,1.678933348,0.305048454,0.280373033,0.561915974
35,183,1206,F,1,1,183,1.711983082,0.31897294,0.350889856,0.802740889
35,183,1207,F,1,0,183,1.732668202,0.357381552,0.366751121,0.78066308
35,183,1208,B,1,0,183,1.679295417,0.359184487,0.377634083,0.36402442
35,183,1209,B,1,1,183,1.674994793,0.35806658,0.326188533,0.27815017
35,183,1210,B,1,1,183,1.656672673,0.324426383,0.315863802,0.267364807
35,183,1211,B,1,1,183,1.674310096,0.3761934,0.352837226,0.27303608
35,183,1212,B,1,0,183,1.678021511,0.336146021,0.354867561,0.428100099
35,184,1213,F,1,0,184,1.710220953,0.362320174,0.341957638,0.611690404
35,184,1214,F,1,0,184,1.689007355,0.35595146,0.281076395,0.510896809
35,184,1215,F,1,1,184,1.674301959,0.252592207,0.35000599,0.429703613
35,184,1216,F,1,0,184,1.684339647,0.324528884,0.239297974,0.52062564
35,184,1217,F,1,0,184,1.711052495,0.326685121,0.318002329,0.501115174
35,184,1218,B,1,1,184,1.732557477,0.296763539,0.311132031,0.737071442
35,184,1219,B,1,0,184,1.704219058,0.249224473,0.288775829,0.623755325
35,184,1220,B,1,1,184,1.723209282,0.296516126,0.293905398,0.636892195
35,184,1221,B,1,1,184,1.727572045,0.29153972,0.291076993,0.725002901
35,185,1222,F,1,1,185,1.716204551,0.441795011,0.299537878,0.647760292
35,185,1223,F,1,0,185,1.6826814,0.267531831,0.283907018,0.48022047
35,185,1224,F,1,0,185,1.686562071,0.335289429,0.286174327,0.501148702
35,185,1225,F,1,0,185,1.69434612,0.351244423,0.262625359,0.562504752
35,185,1226,B,1,1,185,1.705842578,0.392334887,0.261117778,0.626547372
35,185,1227,B,1,0,185,1.724620709,0.481739334,0.384773682,0.369096959
35,185,1228,B,1,0,185,1.687004611,0.340323343,0.198223362,0.586059599
35,185,1229,B,1,1,185,1.723065822,0.390041025,0.214906163,0.717598655
35,185,1230,B,1,0,185,1.698236454,0.369447941,0.21456054,0.558845134
36,186,1231,F,1,1,186,1.725057411,0.402501278,0.442800693,0.515087322
36,186,1232,F,1,1,186,1.718096068,0.377374954,0.447397877,0.412562075
36,186,1233,F,1,0,186,1.71244039,0.316220182,0.466939618,0.444579363
36,186,1234,F,1,0,186,1.72912689,0.425268742,0.493515815,0.482157933
36,186,1235,F,1,0,186,1.73542668,0.34687957,0.412820162,0.587590512
36,186,1236,B,1,0,186,1.709190426,0.330640935,0.33807197,0.389537626
36,186,1237,B,1,1,186,1.706259847,0.367223202,0.390934127,0.521880823
36,186,1238,B,1,0,186,1.729426126,0.363029269,0.397722861,0.384958498
36,186,1239,B,1,1,186,1.722743414,0.292542577,0.388239921,0.443338359
36,186,1240,B,1,0,186,1.711050073,0.410064351,0.357485764,0.498785489
36,187,1241,F,1,1,187,1.67332192,0.343040946,0.283822154,0.210216979
36,187,1242,F,1,0,187,1.680422887,0.258506822,0.320268595,0.219599811
36,187,1243,F,1,1,187,1.647644596,0.370302895,0.31458956,0.238689557
36,187,1244,F,1,1,187,1.685461549,0.298901305,0.285650448,0.327449599
36,187,1245,F,1,1,187,1.679913425,0.319722695,0.315143539,0.363513701
36,188,1246,F,1,1,188,1.731253649,0.384642853,0.381786909,0.483574327
36,188,1247,F,1,1,188,1.707507812,0.500693578,0.426684845,0.437326784
36,188,1248,F,1,1,188,1.677079498,0.458867699,0.401225571,0.366887203
36,188,1249,F,1,0,188,1.721756329,0.398094654,0.339198883,0.488750904
36,188,1250,F,1,1,188,1.718081941,0.418423289,0.355623195,0.38869915
36,188,1251,B,1,0,188,1.717022187,0.385129784,0.389937378,0.407887128
36,188,1252,B,1,0,188,1.711575919,0.431256351,0.368185721,0.476023695
36,188,1253,B,1,1,188,1.747548657,0.311452059,0.288036922,0.562647555
36,188,1254,B,1,0,188,1.747272353,0.398121009,0.314459041,0.432422222
36,188,1255,B,1,0,188,1.726283909,0.289247555,0.319932424,0.422727797
37,189,1256,F,1,0,189,1.638580983,0.126340434,0.241817262,0.690762339
37,189,1257,F,1,0,189,1.647849125,0.163399365,0.299891097,0.620230198
37,189,1258,F,1,0,189,1.658048855,0.201586575,0.264349701,0.64251522
37,189,1259,F,1,1,189,1.689803058,0.200466944,0.293523578,0.735138261
37,189,1260,B,1,1,189,1.639048899,0.203844279,0.276473382,0.579138025
37,189,1261,B,1,0,189,1.647677189,0.219292176,0.299620704,0.512209663
37,189,1262,B,1,0,189,1.659195015,0.204611066,0.230027217,0.560036943
37,189,1263,B,1,0,189,1.6651641,0.156720272,0.319857954,0.455310718
37,189,1264,B,1,1,189,1.625060986,0.127457597,0.261345154,0.443989995
37,190,1265,F,1,0,190,1.659093273,0.236233901,0.218832354,0.508557497
37,190,1266,F,1,0,190,1.653767317,0.291867046,0.259156665,0.46934302
37,190,1267,F,1,0,190,1.661134951,0.27217432,0.286849982,0.515977897
37,190,1268,F,1,0,190,1.644942817,0.264156084,0.237053894,0.582675931
37,190,1269,F,1,0,190,1.641669965,0.303792608,0.264921008,0.599540426
37,190,1270,B,1,0,190,1.666332187,0.232992248,0.225527124,0.650045441
37,190,1271,B,1,1,190,1.627588456,0.240894461,0.26653479,0.567996161
37,190,1272,B,1,0,190,1.645540424,0.304158288,0.283259617,0.517659466
37,191,1273,F,1,0,191,1.686674566,0.329582742,0.338720271,0.520191338
37,191,1274,F,1,1,191,1.648078459,0.280668329,0.344914937,0.435196545
37,191,1275,F,1,1,191,1.638818068,0.260919072,0.416401027,0.383885192
37,191,1276,F,1,1,191,1.758434747,0.552043799,0.293189907,0.608137831
37,191,1277,F,1,1,191,1.632246421,0.264953252,0.380224629,0.446368597
37,191,1278,B,1,0,191,1.623204184,0.261584546,0.359113637,0.426418296
37,191,1279,B,1,1,191,1.650606334,0.335831484,0.364032296,0.440576388
37,191,1280,B,1,0,191,1.598395398,0.246868211,0.253795709,0.377235737
37,191,1281,B,1,1,191,1.60677838,0.265442501,0.214350614,0.322011093
37,191,1282,B,1,1,191,1.610183906,0.275185311,0.272437251,0.321437805
38,192,1283,F,1,0,192,1.690252549,0.211790766,0.111799218,0.779173354
38,192,1284,F,1,0,192,1.672532336,0.29879583,0.145133939,0.864722899
38,192,1285,F,1,0,192,1.674747921,0.165287069,0.179724161,0.820408588
38,192,1286,F,1,0,192,1.659534539,0.206977714,0.186274076,0.821081226
38,192,1287,F,1,1,192,1.649303075,0.324198645,0.370563651,0.442613329
38,192,1288,B,1,1,192,1.687207741,0.190264911,0.232034358,0.770431312
38,192,1289,B,1,1,192,1.66151775,0.167853369,0.159951302,0.692535446
38,193,1290,F,1,1,193,1.705865754,0.455490453,0.2940641,0.682167586
38,193,1291,F,1,0,193,1.686208891,0.506043762,0.594067607,0.753241433
38,193,1292,F,1,0,193,1.698375,0.29275957,0.245861219,0.719795522
38,193,1293,F,1,1,193,1.675713619,0.228081422,0.255581057,0.616646859
38,193,1294,F,1,1,193,1.709177573,0.353495489,0.241572615,0.708351044
38,194,1295,F,1,1,194,1.638266893,0.316592187,0.329673858,0.63588794
38,194,1296,F,1,0,194,1.625878932,0.292447226,0.346520126,0.624040314
38,194,1297,F,1,0,194,1.629478511,0.290576314,0.319312888,0.663041281
38,194,1298,F,1,1,194,1.639292433,0.267002122,0.358368121,0.536353322
38,194,1299,F,1,1,194,1.599320672,0.220512098,0.299418671,0.442872217
38,194,1300,B,1,1,194,1.641959762,0.311185763,0.256740228,0.604409997
38,194,1301,B,1,0,194,1.652568974,0.254806054,0.316549818,0.568888527
38,194,1302,B,1,0,194,1.653067395,0.366988049,0.253509477,0.539205967
38,194,1303,B,1,0,194,1.626318235,0.286962023,0.29028766,0.581114514
38,194,1304,B,1,0,194,1.610999523,0.281581523,0.316786281,0.573798619
39,195,1305,F,1,1,195,1.716491626,0.307902068,0.231246734,0.685414114
39,195,1306,F,1,1,195,1.710428342,0.2679752,0.224457896,0.76338491
39,195,1307,F,1,1,195,1.720777984,0.312846507,0.24983377,0.740031169
39,195,1308,F,1,0,195,1.722263236,0.222318682,0.268903349,0.753206861
39,195,1309,F,1,0,195,1.735113084,0.326881966,0.26477286,0.670482502
39,195,1310,B,1,0,195,1.746894121,0.300977468,0.211208159,0.679187463
39,195,1311,B,1,1,195,1.713849038,0.254080674,0.169266251,0.723598184
39,195,1312,B,1,0,195,1.74196423,0.305694953,0.215506127,0.641175209
39,195,1313,B,1,0,195,1.731301379,0.253814471,0.177963577,0.776352357
39,195,1314,B,1,1,195,1.74252639,0.283555196,0.236301652,0.656292507
39,196,1315,F,1,0,196,1.691004155,0.35795137,0.25166575,0.982786832
39,196,1316,F,1,0,196,1.711155991,0.389769855,0.32025498,0.741453803
39,196,1317,F,1,0,196,1.657316541,0.22416048,0.224113653,0.756106709
39,196,1318,F,1,1,196,1.695207172,0.384903893,0.322381232,0.838319959
39,196,1319,F,1,0,196,1.65737767,0.33804842,0.22800537,0.732396284
39,196,1320,B,1,1,196,1.682167818,0.322311653,0.317454534,0.833942015
39,196,1321,B,1,0,196,1.67843462,0.259716631,0.348769356,0.629678358
39,197,1322,F,1,0,197,1.698659346,0.345011662,0.306714188,0.763776477
39,197,1323,F,1,1,197,1.707508472,0.423115606,0.295535451,0.715907903
39,197,1324,F,1,1,197,1.687762581,0.298878958,0.299417651,0.732068521
39,197,1325,F,1,1,197,1.696605404,0.389056902,0.331184424,0.657806785
39,197,1326,F,1,1,197,1.651155736,0.349286579,0.350092586,0.334405182
39,197,1327,B,1,1,197,1.710265632,0.366183699,0.20873155,0.710041609
39,197,1328,B,1,1,197,1.720554785,0.40988929,0.219079753,0.675872961
39,197,1329,B,1,0,197,1.707989905,0.360762395,0.218651906,0.722918449
39,197,1330,B,1,0,197,1.682679576,0.369335909,0.24124391,0.601418966
40,198,1331,F,1,0,198,1.689297047,0.246323346,0.281959776,0.680794041
40,198,1332,F,1,0,198,1.725182362,0.358384722,0.27206144,0.754572421
40,198,1333,F,1,1,198,1.719895243,0.583658557,0.559727801,0.663376534
40,198,1334,B,1,0,198,1.727692624,0.311663535,0.081000559,0.75222604
40,198,1335,B,1,1,198,1.660493137,0.333313888,0.332751855,0.243911375
40,198,1336,B,1,1,198,1.740066522,0.398297207,0.021461367,0.694374831
40,198,1337,B,1,0,198,1.723675194,0.331609358,0.110641006,0.728367215
40,199,1338,F,1,0,199,1.716415923,0.418457277,0.328641874,0.6168377
40,199,1339,F,1,1,199,1.702942413,0.354274144,0.351766829,0.625321457
40,199,1340,F,1,1,199,1.704936465,0.379691594,0.409849251,0.680372657
40,199,1341,F,1,1,199,1.648400546,0.383110672,0.46015533,0.539238381
40,199,1342,B,1,0,199,1.702354116,0.456730565,0.400343301,0.402315947
40,199,1343,B,1,0,199,1.724683231,0.411078663,0.342685601,0.550327619
40,200,1344,F,1,1,200,1.691665858,0.36652545,0.386249081,0.416086427
40,200,1345,F,1,1,200,1.720744047,0.381441663,0.320730531,0.303013861
40,200,1346,F,1,1,200,1.636999111,0.299760666,0.275562342,0.415200879
40,200,1347,F,1,1,200,1.697723448,0.343442122,0.34031699,0.412720485
40,200,1348,F,1,1,200,1.706009367,0.373243543,0.37968137,0.331160357
40,200,1349,B,1,1,200,1.680932208,0.383992297,0.339326893,0.327326641
40,200,1350,B,1,1,200,1.731429308,0.394818113,0.363210869,0.473504937
40,200,1351,B,1,0,200,1.688801318,0.358821027,0.417807113,0.442013084
40,200,1352,B,1,0,200,1.702667514,0.355360902,0.379606331,0.416309209
40,200,1353,B,1,1,200,1.674126296,0.28432469,0.33285108,0.451165051
41,201,1354,F,2,0,201,1.744515595,0.313326755,0.095029728,0.697405909
41,201,1355,F,2,1,201,1.731498573,0.294047533,0.123911557,0.635849902
41,201,1356,F,2,1,201,1.736680421,0.358679943,0.097686133,0.662595662
41,201,1357,F,2,1,201,1.703553595,0.297540527,0.113224921,0.565553815
41,201,1358,B,2,0,201,1.745927681,0.389869569,-0.031932462,0.64116063
41,201,1359,B,2,0,201,1.736221694,0.313910845,0.013548171,0.584795601
41,201,1360,B,2,0,201,1.727199478,0.345861234,-0.034101012,0.593208259
41,201,1361,B,2,1,201,1.743829837,0.411969491,0.089750919,0.691069684
41,201,1362,B,2,1,201,1.753192772,0.393248354,0.046412188,0.687527314
41,202,1363,F,2,1,202,1.691714246,0.369690556,0.195310826,0.465866234
41,202,1364,F,2,1,202,1.713998609,0.379965538,0.188183953,0.578587622
41,202,1365,F,2,1,202,1.79144764,0.409362258,0.385231612,0.753961989
41,202,1366,F,2,0,202,1.774966551,0.339357203,0.067688705,0.679807841
41,203,1367,F,2,0,203,1.71406797,0.380501289,0.175934283,0.656719155
41,203,1368,F,2,0,203,1.798593221,0.503477123,0.295430004,0.754294934
41,203,1369,F,2,1,203,1.664585839,0.526668427,0.588905694,0.138152982
41,203,1370,B,2,1,203,1.720144594,0.308964237,0.211718876,0.582176637
41,203,1371,B,2,0,203,1.780778909,0.521773565,0.377715675,0.932928608
41,203,1372,B,2,0,203,1.726789341,0.334239161,0.248670201,0.479939464
41,203,1373,B,2,1,203,1.694812268,0.288398769,0.233321874,0.500504106
42,204,1374,F,2,1,204,1.682867968,0.241034859,0.278520368,0.64970714
42,204,1375,F,2,0,204,1.693946146,0.23439381,0.094873563,0.693358616
42,204,1376,B,2,0,204,1.684118781,0.233134616,0.232043257,0.521138985
42,204,1377,B,2,0,204,1.669088966,0.177530974,0.217143936,0.613097022
42,204,1378,B,2,0,204,1.666699424,0.300110144,0.155601842,0.596030504
42,204,1379,B,2,1,204,1.7862427,0.487293394,0.46490412,0.574158808
42,204,1380,B,2,1,204,1.741931209,0.538234986,0.382438606,0.701059812
42,205,1381,F,2,1,205,1.727205966,0.370855952,0.361113743,0.733750589
42,205,1382,F,2,1,205,1.708902454,0.211323849,-0.039830915,0.739774461
42,205,1383,F,2,1,205,1.680786959,0.168412299,0.040583506,0.647110154
42,205,1384,B,2,1,205,1.713858035,0.178310245,0.089033244,0.861956339
42,205,1385,B,2,1,205,1.704746017,0.213506641,0.033679893,0.758189817
42,205,1386,B,2,0,205,1.685880661,0.2308105,0.082808214,0.819784749
42,205,1387,B,2,0,205,1.717287793,0.198699919,0.108013153,0.772852024
42,205,1388,B,2,0,205,1.691181525,0.245965947,0.114212299,0.816208038
42,206,1389,B,2,1,206,1.700584678,0.358235037,0.017233579,0.6755558
42,206,1390,F,2,1,206,1.676775278,0.254501772,0.146499937,0.664287425
42,206,1391,F,2,0,206,1.753855868,0.426801207,0.484457125,0.935119238
43,207,1392,F,2,1,207,1.690486621,0.296638746,0.27548877,0.610824574
43,207,1393,F,2,1,207,1.689161425,0.139376477,0.129483592,0.818894532
43,207,1394,F,2,0,207,1.705446236,0.109425428,0.072277253,0.842189051
43,207,1395,F,2,1,207,1.709310588,0.164842378,0.137089145,0.83867663
43,207,1396,F,2,1,207,1.704276862,0.12649183,0.128320418,0.962359045
43,207,1397,B,2,0,207,1.710730792,0.09659033,0.078341155,0.79484176
43,207,1398,B,2,1,207,1.69578851,0.188210494,0.056842919,0.863062413
43,207,1399,B,2,0,207,1.706462748,0.234294357,0.14690645,0.769422697
43,207,1400,B,2,1,207,1.663717975,0.296606641,0.354048538,0.409174437
43,207,1401,B,2,0,207,1.690824688,0.199871231,0.113987681,0.778252587
43,208,1402,B,2,0,208,1.708294422,0.329571214,0.072703336,0.782036142
43,208,1403,B,2,0,208,1.736515358,0.374114733,0.214338711,0.651087191
43,208,1404,B,2,0,208,1.715355845,0.378437594,0.128166336,0.697450154
43,208,1405,F,2,1,208,1.697721087,0.26563539,0.13488457,0.691431927
43,208,1406,B,2,1,208,1.701620929,0.31912662,0.064758905,0.60586009
