Sire,Dam,animal,Column,Block,Chosen/Rejected,Vial,l2,l3,l4,l5
14,122,684,F,1,0,122,1.634952638,0.228275019,0.256924397,0.446444051
14,122,685,F,1,1,122,1.709248088,0.401989564,0.333002384,0.593025649
14,122,686,B,1,0,122,1.651671259,0.266250459,0.240898127,0.42025243
14,122,687,B,1,0,122,1.611733371,0.18274152,0.225429259,0.59909389
14,122,688,B,1,1,122,1.651587867,0.279376524,0.181145607,0.593884559
14,122,689,B,1,1,122,1.648622829,0.211147464,0.236224098,0.498427156
15,123,690,F,1,0,123,1.712788836,0.196285511,0.290179437,0.579937594
15,123,691,F,1,0,123,1.714455382,0.166643803,0.381882945,0.671906026
15,123,692,F,1,0,123,1.703864645,0.171737424,0.379432404,0.70595597
15,123,693,F,1,0,123,1.708363345,0.180596528,0.265843071,0.658385471
15,123,694,F,1,0,123,1.725047064,0.194760115,0.304076061,0.603934443
15,123,695,B,1,0,123,1.689856075,0.203447042,0.293427527,0.722466641
15,123,696,B,1,0,123,1.722588898,0.220532662,0.225739272,0.532335229
15,123,697,B,1,1,123,1.737805588,0.271973343,0.211121557,0.740641561
15,123,698,B,1,0,123,1.68830656,0.174226799,0.286529645,0.683549116
15,123,699,B,1,1,123,1.716264059,0.262618546,0.288860984,0.667598002
15,124,700,F,1,1,124,1.669158347,0.198134263,0.336743199,0.585395075
15,124,701,F,1,0,124,1.699450767,0.356520957,0.362382498,0.605691516
15,124,702,F,1,0,124,1.716267906,0.283369129,0.345452561,0.606526777
15,124,703,F,1,1,124,1.699501568,0.268331236,0.353823196,0.554041123
15,124,704,F,1,1,124,1.685945587,0.39180904,0.396040954,0.529074627
15,124,705,B,1,0,124,1.725803578,0.277952834,0.352424184,0.576699987
15,124,706,B,1,0,124,1.716144143,0.248946042,0.294372651,0.586874867
15,124,707,B,1,0,124,1.713399976,0.237328507,0.253326122,0.55714361
15,124,708,B,1,0,124,1.726936969,0.317457906,0.272188668,0.556090995
15,125,709,F,1,0,125,1.712976663,0.343135596,0.398801402,0.504626196
15,125,710,F,1,1,125,1.72327552,0.37867282,0.343476965,0.48004794
15,125,711,F,1,1,125,1.71426408,0.387420942,0.418001954,0.673914804
15,125,712,F,1,0,125,1.693119042,0.235838987,0.437626352,0.674411895
15,125,713,F,1,0,125,1.687473454,0.241077077,0.3645191,0.525495315
15,125,714,B,1,0,125,1.715396034,0.283275794,0.372455976,0.530848669
15,125,715,B,1,0,125,1.703142772,0.351400502,0.272068777,0.430684683
15,125,716,B,1,0,125,1.733235315,0.304278689,0.328278433,0.452036278
15,125,717,B,1,1,125,1.715678299,0.227065029,0.361485854,0.530750933
16,126,718,F,1,1,126,1.692165288,0.275349879,0.229664634,0.607965402
16,126,719,F,1,0,126,1.694284425,0.319421314,0.213136981,0.706605161
16,126,720,F,1,1,126,1.64777285,0.265825016,0.24835007,0.598518862
16,126,721,F,1,1,126,1.697465137,0.320590583,0.180076418,0.695214515
16,126,722,F,1,1,126,1.694437233,0.318797742,0.243088769,0.62928834
16,126,723,B,1,1,126,1.697937126,0.286332833,0.183844613,0.606176993
16,126,724,B,1,0,126,1.698853969,0.311331363,0.13640737,0.721333587
16,126,725,B,1,1,126,1.701947639,0.351001361,0.113751307,0.721420879
16,126,726,B,1,0,126,1.688675364,0.315187034,0.158211375,0.678625546
16,127,727,F,1,1,127,1.734189456,0.302966397,0.349606571,0.582880128
16,127,728,F,1,1,127,1.696948811,0.24015767,0.356679221,0.636399849
16,127,729,F,1,1,127,1.719224322,0.269934911,0.3880471,0.655146622
16,127,730,B,1,0,127,1.69312782,0.316630462,0.186351186,0.649127067
16,127,731,B,1,1,127,1.728599814,0.371661792,0.265472519,0.444503414
16,127,732,B,1,0,127,1.72381128,0.325278812,0.329097693,0.557770319
16,127,733,B,1,0,127,1.695535918,0.290643804,0.24458767,0.586440273
16,127,734,B,1,1,127,1.763955108,0.634689703,0.669356548,0.510694677
16,128,735,F,1,1,128,1.643533092,0.320574296,0.317399018,0.437968713
16,128,736,F,1,0,128,1.725187581,0.381539606,0.326531897,0.667937255
16,128,737,F,1,1,128,1.672347402,0.345071191,0.29830139,0.599569453
16,128,738,F,1,1,128,1.670475178,0.382631529,0.269335037,0.540719221
16,128,739,F,1,1,128,1.65597067,0.324969006,0.34138272,0.566168947
16,128,740,B,1,1,128,1.699591769,0.43207134,0.385874916,0.582614098
16,128,741,B,1,0,128,1.656643298,0.274296206,0.304988633,0.573993708
16,128,742,B,1,1,128,1.681245305,0.320402708,0.326487291,0.589857037
17,129,743,F,1,0,129,1.722754599,0.273505611,0.344944602,0.637811733
17,129,744,F,1,1,129,1.682814979,0.132568313,0.415873745,0.552401898
17,129,745,F,1,1,129,1.713790641,0.238462493,0.405632963,0.590759337
17,129,746,F,1,1,129,1.72661483,0.212056395,0.3206373,0.641212624
17,129,747,F,1,1,129,1.723360639,0.217808056,0.397365283,0.670628386
17,129,748,B,1,0,129,1.757211039,0.27685757,0.338116574,0.594645966
17,129,749,B,1,1,129,1.745392129,0.257448839,0.32976412,0.542105461
17,129,750,B,1,1,129,1.75522776,0.276499328,0.394468382,0.647548919
17,129,751,B,1,1,129,1.755838848,0.280186755,0.370786325,0.611488025
17,129,752,B,1,0,129,1.737504286,0.250685562,0.359759872,0.634479967
17,130,753,F,1,0,130,1.729467009,0.207675221,0.269601552,0.474680198
17,130,754,F,1,1,130,1.741124138,0.263264872,0.262391096,0.468959277
17,130,755,F,1,1,130,1.748184489,0.252590541,0.249384391,0.555690568
17,130,756,F,1,1,130,1.736014481,0.281305562,0.292979822,0.495020267
17,130,757,F,1,1,130,1.740704489,0.216684595,0.275433465,0.492529629
17,130,758,B,1,0,130,1.772969034,0.36331714,0.163333974,0.613965469
17,130,759,B,1,1,130,1.795741523,0.364619232,0.229184988,0.684312572
17,130,760,B,1,1,130,1.758701336,0.326485543,0.205250213,0.520341108
17,130,761,B,1,0,130,1.736578285,0.285262543,0.226312555,0.555709206
17,131,762,F,1,0,131,1.766940758,0.56305211,0.896767911,1.014716265
17,131,763,F,1,0,131,1.731918368,0.296295872,0.339992859,0.623298958
17,131,765,F,1,1,131,1.729234064,0.508812017,0.530581742,0.803699611
17,131,766,B,1,0,131,1.771224971,0.485262757,1.056744021,1.192563279
17,131,767,B,1,0,131,1.776510324,0.424869645,0.470825088,0.688184562
17,131,768,B,1,0,131,1.749314321,0.65544867,1.145517946,1.329106047
17,131,769,B,1,0,131,1.77519811,0.505293516,1.02643547,1.202006439
18,132,770,F,1,1,132,1.680994738,0.242669425,0.19104388,0.715686635
18,132,771,F,1,1,132,1.692909012,0.242071788,0.216994713,0.656733514
18,132,772,F,1,1,132,1.678932643,0.229452732,0.175489557,0.726724825
18,132,773,F,1,1,132,1.698243413,0.286518037,0.256941591,0.703779249
18,132,774,F,1,1,132,1.667531129,0.221619776,0.172563756,0.694863697
18,132,775,B,1,1,132,1.715218435,0.347487771,0.207919844,0.656645821
18,132,776,B,1,1,132,1.714658578,0.376318118,0.263200733,0.915183108
18,132,777,B,1,1,132,1.728742905,0.359894469,0.197823203,0.856308216
18,132,778,B,1,0,132,1.692145317,0.287909399,0.148430897,0.739763671
18,132,779,B,1,0,132,1.726918632,0.357560206,0.277920761,0.772669825
18,133,780,F,1,1,133,1.716295726,0.24896317,0.292977478,0.679025359
18,133,781,F,1,1,133,1.720069551,0.282091756,0.323640378,0.60423804
18,133,782,F,1,0,133,1.706267758,0.248230912,0.319708501,0.545512207
18,133,783,F,1,1,133,1.658377846,0.150074842,0.240175176,0.625294317
18,133,784,F,1,1,133,1.719520501,0.268740818,0.318957922,0.706002459
18,133,785,B,1,0,133,1.723692607,0.252294245,0.251770057,0.678228999
18,133,786,B,1,0,133,1.732157516,0.272818592,0.244091741,0.68045412
18,133,787,B,1,0,133,1.705261188,0.285993355,0.205210828,0.635053449
18,133,788,B,1,1,133,1.719671329,0.352023648,0.295196972,0.709369423
18,133,789,B,1,1,133,1.681816075,0.31377411,0.238551082,0.638249336
18,134,790,F,1,0,134,1.660494538,0.349179523,0.26576248,0.646900904
18,134,791,F,1,0,134,1.661459398,0.294629451,0.299654006,0.555559377
18,134,792,F,1,1,134,1.63061974,0.243099382,0.281607632,0.614024718
18,134,793,F,1,0,134,1.665363712,0.314943109,0.219491156,0.592547176
18,134,794,B,1,1,134,1.696929016,0.371977631,0.295168649,0.543421518
18,134,795,B,1,1,134,1.689844287,0.346263367,0.304901999,0.509513661
18,134,796,B,1,0,134,1.691966235,0.369437204,0.223521102,0.641107887
18,134,797,B,1,1,134,1.705204696,0.344029392,0.273350669,0.637848821
18,134,798,B,1,1,134,1.692313316,0.337629913,0.261698079,0.581442743
19,135,799,F,1,1,135,1.744664019,0.351576106,0.326561102,0.438955212
19,135,800,F,1,0,135,1.731609103,0.255604241,0.315302418,0.719034678
19,135,801,F,1,0,135,1.73318578,0.287034926,0.342278113,0.508389172
19,135,802,F,1,0,135,1.74731435,0.267404321,0.30716709,0.586724312
19,135,803,F,1,0,135,1.704681162,0.48896932,0.427055417,0.528876151
19,135,804,B,1,1,135,1.745492236,0.330594862,0.343194959,0.500447442
19,135,805,B,1,1,135,1.75752044,0.33791584,0.287188672,0.443972997
19,135,806,B,1,0,135,1.646316119,0.349895065,0.335210971,0.224472458
19,135,807,B,1,0,135,1.725456367,0.269686834,0.271150889,0.496331973
19,135,808,B,1,0,135,1.677033444,0.397649999,0.439435481,0.35412499
19,136,809,F,1,1,136,1.740954807,0.310310582,0.372384364,0.759955974
19,136,810,F,1,0,136,1.746721905,0.299228128,0.359561002,0.703568148
19,136,811,F,1,1,136,1.728135744,0.452143327,0.440252348,0.41409098
19,136,812,F,1,0,136,1.734413152,0.269678167,0.329709482,0.803401178
19,136,813,F,1,0,136,1.746554824,0.283117118,0.327189588,0.745807378
19,137,814,F,1,1,137,1.679958595,0.327591139,0.322035828,0.519888883
19,137,815,F,1,1,137,1.705837975,0.272836985,0.360904342,0.834117289
19,137,816,F,1,0,137,1.72281295,0.469939119,0.429933904,0.702585612
19,137,817,F,1,1,137,1.743661225,0.31683581,0.388924699,0.689557424
19,137,818,F,1,1,137,1.738964157,0.341909364,0.43144736,0.778817581
19,137,819,B,1,1,137,1.766675743,0.391588055,0.679830817,0.957460567
19,137,820,B,1,1,137,1.736416271,0.328510661,0.316416696,0.643076505
19,137,821,B,1,1,137,1.742780692,0.359542791,0.434128776,0.604587129
19,137,822,B,1,0,137,1.768947721,0.428143848,0.379568593,0.784860921
19,137,823,B,1,1,137,1.742408614,0.35595088,0.610935532,0.856964517
20,138,824,B,1,0,138,1.709827317,0.328412817,0.020507787,0.673887461
20,138,825,B,1,1,138,1.704526014,0.292698107,0.100482789,0.733627457
20,138,826,B,1,1,138,1.706751024,0.28325225,0.079898885,0.613732513
20,138,827,B,1,1,138,1.730584345,0.343681811,0.089858398,0.646247032
20,138,828,B,1,1,138,1.717532125,0.302586651,0.112171398,0.613665286
20,138,829,F,1,1,138,1.604084472,0.26116715,0.13085316,0.559257012
20,138,830,F,1,1,138,1.706851319,0.345408248,0.214991462,0.647238608
20,138,831,F,1,1,138,1.634238456,0.32574893,0.260295169,0.637384868
20,138,832,F,1,0,138,1.6695061,0.267220343,0.211830032,0.620801821
20,138,833,F,1,1,138,1.655550413,0.318419126,0.23228948,0.608990096
20,139,834,B,1,1,139,1.745746085,0.33215782,0.198806222,0.673456585
20,139,835,F,1,1,139,1.728334602,0.405479327,0.351831291,0.727536853
20,139,836,F,1,0,139,1.733551473,0.342721031,0.34677315,0.626885621
20,139,837,F,1,0,139,1.747107387,0.330732006,0.365667367,0.650374068
20,139,838,F,1,1,139,1.736329149,0.30000008,0.334278018,0.68806536
20,139,839,B,1,0,139,1.756235182,0.368796765,0.209502419,0.705485242
20,139,840,B,1,0,139,1.77592182,0.395861023,0.257963006,0.728959371
20,139,841,B,1,0,139,1.771007264,0.384001159,0.309862759,0.681157335
20,140,842,F,1,0,140,1.698475586,0.325164105,0.266097883,0.673175108
20,140,843,F,1,1,140,1.696257029,0.326574201,0.266355383,0.672831351
20,140,844,F,1,1,140,1.69417681,0.341105054,0.254840835,0.642716467
20,140,845,F,1,0,140,1.620378847,0.224533668,0.234460043,0.627223356
20,140,846,F,1,0,140,1.710930191,0.364251119,0.256254274,0.686759105
20,140,847,B,1,0,140,1.657554853,0.242232174,0.238835858,0.483606007
20,140,848,B,1,0,140,1.684212916,0.242268158,0.248939482,0.630114686
20,140,849,B,1,0,140,1.652252982,0.212731501,0.243471262,0.659383591
20,140,850,B,1,1,140,1.684999163,0.25725763,0.258474072,0.494868646
20,140,851,B,1,1,140,1.67079705,0.213165516,0.268032976,0.540476982
21,141,852,F,1,0,141,1.734281066,0.2818781,0.152282348,0.504293714
21,141,853,F,1,1,141,1.759264495,0.360219915,0.225647288,0.652518342
21,141,854,F,1,0,141,1.765621336,0.350588587,0.273474177,0.65953835
21,141,855,F,1,1,141,1.782809635,0.348694765,0.223595914,0.585903075
21,141,856,B,1,0,141,1.74439517,0.284205456,0.080776738,0.63968323
21,141,857,B,1,0,141,1.715210313,0.317493267,0.146961544,0.648766908
21,141,858,B,1,1,141,1.739225927,0.291557017,0.132352652,0.704589515
21,141,859,B,1,1,141,1.757731036,0.374769198,0.08727083,0.591925432
21,142,860,F,1,0,142,1.69403262,0.336023536,0.347716797,0.549846103
21,142,861,F,1,0,142,1.731380569,0.370787742,0.297412169,0.54062289
21,142,862,F,1,1,142,1.745533049,0.335878835,0.273789654,0.473617623
21,142,863,F,1,1,142,1.707680409,0.30705276,0.208617263,0.565448398
21,142,864,F,1,1,142,1.738104234,0.398571667,0.234767181,0.483442893
21,142,865,F,1,1,142,1.735379843,0.32349043,0.221991907,0.61170339
21,143,866,B,1,0,143,1.787419615,0.45006869,0.338457914,0.704175301
21,143,867,F,1,0,143,1.785157224,0.332080828,0.221239349,0.531514409
21,143,868,F,1,1,143,1.752780179,0.383069769,0.244889056,0.512253276
21,143,869,F,1,1,143,1.772152258,0.347035438,0.250798794,0.526547773
22,144,870,F,1,0,144,1.743405015,0.286722554,0.313480723,0.493669093
22,144,871,F,1,1,144,1.720923604,0.200196094,0.270881915,0.628149208
22,144,872,F,1,0,144,1.739431546,0.289312034,0.260462243,0.532897326
22,144,873,F,1,0,144,1.743168033,0.270102767,0.298369479,0.514832805
22,144,874,F,1,1,144,1.722631604,0.233716035,0.292749518,0.567009769
22,144,875,B,1,0,144,1.722348443,0.303672679,0.3935179,0.284026251
22,144,876,B,1,0,144,1.721696055,0.254763085,0.303989387,0.288319432
22,144,877,B,1,0,144,1.73017088,0.360195034,0.364133079,0.351917757
22,144,878,B,1,0,144,1.734211088,0.313759398,0.329509148,0.244262383
22,145,879,F,1,0,145,1.742172218,0.251530575,0.435410168,0.689140303
22,145,880,F,1,0,145,1.730142487,0.516501733,0.634251687,0.680933617
22,145,881,F,1,0,145,1.739291946,0.338448941,0.403657687,0.591351397
22,145,882,F,1,1,145,1.728359869,0.276368834,0.426995765,0.651780367
22,145,883,B,1,0,145,1.713941169,0.337834491,0.620024735,0.81211917
22,145,884,B,1,0,145,1.647106889,0.195495947,0.326560848,0.194888639
22,145,885,B,1,1,145,1.710170465,0.195136775,0.286805728,0.592248483
22,146,886,F,1,0,146,1.739849132,0.270486841,0.167844877,0.699924368
22,146,887,F,1,0,146,1.715100892,0.278261506,0.241872541,0.629575481
22,146,888,F,1,1,146,1.71320598,0.278304147,0.194835894,0.658139359
22,146,889,F,1,0,146,1.729664182,0.269265612,0.27808902,0.707730781
22,146,890,F,1,1,146,1.708744491,0.336832669,0.306354565,0.652570013
22,146,891,B,1,0,146,1.712273723,0.307551494,0.273483039,0.617675593
22,146,892,B,1,1,146,1.751777359,0.374189857,0.307932251,0.57548896
22,146,893,B,1,1,146,1.710695138,0.25752189,0.320342025,0.491883968
22,146,894,B,1,1,146,1.769607681,0.437867381,0.381045375,0.613771168
22,146,895,B,1,0,146,1.757855549,0.43887182,0.309723276,0.599024022
23,147,896,B,1,0,147,1.656993547,0.216187515,0.336458041,0.660322812
23,147,897,F,1,0,147,1.696343408,0.317816327,0.384046773,0.522714431
23,147,898,F,1,0,147,1.673513648,0.211686974,0.25243518,0.695385393
23,147,899,F,1,0,147,1.672189723,0.215920626,0.298662032,0.657997639
23,147,900,F,1,0,147,1.689521991,0.194611074,0.228299246,0.68963783
23,147,901,F,1,1,147,1.680044739,0.185420241,0.220786547,1.01912211
23,147,902,B,1,0,147,1.703136691,0.326103533,0.216641501,0.702639356
23,147,903,B,1,0,147,1.704854328,0.356114573,0.314581831,0.726761128
23,147,904,B,1,0,147,1.676731061,0.269958499,0.273994889,0.618636777
23,147,905,B,1,1,147,1.666578835,0.272016841,0.292868166,0.609791187
23,148,906,F,1,0,148,1.687943627,0.26648184,0.093613317,0.752442621
23,148,907,F,1,1,148,1.706968296,0.238463495,0.137641241,0.838274108
23,148,908,F,1,1,148,1.737542294,0.453587765,0.37541316,0.586508673
23,148,909,F,1,1,148,1.692387605,0.255433843,0.122088761,0.670081352
23,149,910,F,1,0,149,1.686328442,0.293349156,0.234302642,0.489208691
23,149,911,F,1,1,149,1.669154588,0.304197023,0.282843062,0.568758157
23,149,912,F,1,0,149,1.67508772,0.218131485,0.191793606,0.547798283
23,149,913,F,1,0,149,1.655832762,0.28278936,0.297528829,0.618568864
23,149,914,B,1,1,149,1.696667839,0.246055915,0.154132597,0.569548045
23,149,915,B,1,1,149,1.702810725,0.311793922,0.229260806,0.595400263
23,149,916,B,1,1,149,1.688592091,0.297277111,0.164658443,0.588870056
23,149,917,B,1,1,149,1.682372933,0.265621686,0.159694595,0.513488457
23,149,918,B,1,1,149,1.670318747,0.27237518,0.211489107,0.469358723
24,150,919,F,1,1,150,1.648906669,0.267342111,0.346631239,0.246587195
24,150,920,F,1,1,150,1.684065576,0.255981204,0.401847106,0.235134216
24,150,921,F,1,0,150,1.674975145,0.341858782,0.396711228,0.164303632
24,150,922,F,1,0,150,1.659870926,0.274694417,0.321678668,0.274866581
24,150,923,F,1,1,150,1.669846735,0.394328082,0.485886171,0.519372551
24,150,924,B,1,0,150,1.698243648,0.383738394,0.271334096,0.318727904
24,150,925,B,1,0,150,1.674688909,0.283200322,0.333012952,0.38338886
24,150,926,B,1,0,150,1.702573636,0.313919745,0.366854332,0.306527038
24,150,927,B,1,0,150,1.647227196,0.290735806,0.302388423,0.339303599
24,150,928,B,1,0,150,1.671231246,0.375018066,0.59951009,0.516867506
24,151,929,F,1,1,151,1.698933146,0.181019064,0.321195491,0.564645074
24,151,930,F,1,1,151,1.725828781,0.229174164,0.302666517,0.534039017
24,151,931,F,1,0,151,1.518111442,0.317329715,-0.087085035,0.533812981
24,151,932,F,1,0,151,1.717710633,0.324148524,0.214949235,0.590285078
24,151,933,F,1,1,151,1.735837613,0.281852219,0.315540962,0.598580488
24,151,934,B,1,1,151,1.675809043,0.138909194,0.235824074,0.64457052
24,151,935,B,1,1,151,1.665550708,0.200958959,0.28566391,0.751735416
24,151,936,B,1,0,151,1.683691254,0.199387486,0.201191062,0.779604711
24,151,937,B,1,0,151,1.716227439,0.256953494,0.314868618,0.684738
24,151,938,B,1,1,151,1.716615686,0.209483697,0.276947047,0.718769656
24,152,939,F,1,0,152,1.66011589,0.330173985,0.265874441,0.481672019
24,152,940,F,1,0,152,1.723951808,0.372852369,0.372705576,0.485123954
24,152,941,F,1,1,152,1.687435578,0.30997346,0.348567305,0.455852592
24,152,942,F,1,0,152,1.698869711,0.32257309,0.361575842,0.387169959
24,152,943,B,1,0,152,1.702626518,0.296974075,0.267558743,0.759956326
24,152,944,B,1,0,152,1.663062988,0.25901852,0.194240018,0.685026901
24,152,945,B,1,0,152,1.614669416,0.167508531,0.232732757,0.71340238
24,152,946,B,1,1,152,1.698279457,0.327205802,0.334748209,0.634852566
24,152,947,B,1,0,152,1.709000265,0.284610507,0.312531928,0.628316926
25,153,948,F,1,1,153,1.725313509,0.30159465,0.334758033,0.848018221
25,153,949,F,1,0,153,1.721687686,0.310669032,0.561863223,0.726774932
25,153,950,F,1,0,153,1.703381823,0.224448535,0.307620234,0.658112897
25,153,951,F,1,1,153,1.722066702,0.265690168,0.355455301,0.608025956
25,153,952,F,1,1,153,1.739202127,0.322152194,0.380124811,0.658329961
25,153,953,B,1,0,153,1.774542749,0.449216147,0.763517661,1.000124418
25,153,954,B,1,0,153,1.745625741,0.269042058,0.361944,0.688349756
25,153,955,B,1,0,153,1.769534679,0.393089298,0.379609376,0.798226633
25,153,956,B,1,0,153,1.692941111,0.379244265,0.62757211,0.995943738
25,153,957,B,1,0,153,1.759526337,0.362468341,0.406808597,0.7750717
25,154,958,F,1,0,154,1.633723008,0.255223439,0.265563118,0.414492727
25,154,959,F,1,1,154,1.639536242,0.265390725,0.252200016,0.457292143
25,154,960,F,1,0,154,1.686200617,0.387641011,0.273959198,0.474961999
25,154,961,F,1,0,154,1.619689233,0.262648856,0.28688845,0.444679544
25,154,962,F,1,1,154,1.651772193,0.347207417,0.247933676,0.509146376
25,155,963,F,1,0,155,1.736435709,0.305358938,0.295995503,0.601772741
25,155,964,F,1,0,155,1.739563831,0.298737062,0.329071342,0.70465595
25,155,965,F,1,0,155,1.664971764,0.204794015,0.260684051,0.592927834
25,155,966,F,1,0,155,1.693324054,0.338767533,0.188596013,0.425624944
25,155,967,F,1,1,155,1.705489797,0.325005771,0.217886337,0.531539067
25,155,968,B,1,1,155,1.779990976,0.555463241,0.382572019,0.633648507
25,155,969,B,1,0,155,1.714531843,0.247769389,0.286991502,0.649673133
25,155,970,B,1,1,155,1.718398559,0.328262791,0.282740421,0.524131827
25,155,971,B,1,1,155,1.69404157,0.269149262,0.293437272,0.685810181
25,155,972,B,1,1,155,1.714362783,0.353479708,0.278957876,0.446412663
26,156,973,F,1,1,156,1.792785475,0.37290844,0.45271217,0.575496103
26,156,974,F,1,0,156,1.772772777,0.322354276,0.477855845,0.58996267
26,156,975,F,1,1,156,1.780592613,0.344677748,0.501680086,0.520995976
26,156,976,F,1,0,156,1.789607477,0.452996155,0.717356963,0.799765158
26,156,977,F,1,1,156,1.790544529,0.388983249,0.782788846,0.895725138
26,156,978,B,1,1,156,1.75647933,0.428669725,0.850502907,1.07829148
26,156,979,B,1,0,156,1.784604126,0.442851812,0.498098178,0.792020241
26,156,980,B,1,1,156,1.788678745,0.528326229,0.958164997,1.16218985
26,156,981,B,1,0,156,1.773425953,0.447827338,0.477536969,0.800104799
26,156,982,B,1,1,156,1.79937646,0.622493202,0.889322208,1.222314971
26,157,983,F,1,0,157,1.772671714,0.337799494,0.496124088,0.57669359
26,157,984,F,1,0,157,1.757774063,0.319204433,0.513616216,0.592148521
26,157,985,F,1,0,157,1.766705255,0.33271536,0.450068718,0.500942739
26,157,986,F,1,1,157,1.75077452,0.338223195,0.475710017,0.549937247
26,157,987,F,1,0,157,1.756439293,0.320245144,0.465705458,0.503151866
26,157,988,B,1,1,157,1.763802098,0.444858931,0.697858403,0.965330376
26,157,989,B,1,1,157,1.761899302,0.468893648,0.806808232,1.10100087
26,157,990,B,1,1,157,1.784419791,0.420580353,0.515369352,0.734342844
26,157,991,B,1,1,157,1.780872891,0.36663077,0.482591071,0.868441528
26,158,992,F,1,1,158,1.729677167,0.351946316,0.414259247,0.597969922
26,158,993,F,1,1,158,1.720183028,0.329999983,0.361005323,0.47318555
26,158,994,F,1,1,158,1.737583647,0.374525233,0.42406343,0.541501355
26,158,995,F,1,1,158,1.726244758,0.305161513,0.375320797,0.5906952
26,158,996,B,1,0,158,1.731050377,0.325003133,0.401498183,0.635490404
26,158,997,B,1,1,158,1.737913544,0.335711139,0.338595008,0.636031732
26,158,998,B,1,1,158,1.757199576,0.395719633,0.360288228,0.564641803
26,158,999,B,1,0,158,1.738277144,0.361529464,0.411052805,0.704555848
27,159,1000,F,1,0,159,1.747187112,0.387828625,0.133160682,0.570085036
27,159,1001,F,1,1,159,1.715064331,0.36059389,0.161192303,0.633086699
27,159,1002,F,1,1,159,1.705221067,0.410331169,0.164543716,0.618233069
27,159,1003,F,1,1,159,1.71919649,0.320268111,0.105993193,0.653966042
27,159,1004,B,1,0,159,1.760105074,0.333094073,0.211759916,0.667187101
27,159,1005,B,1,0,159,1.771781248,0.371185227,0.143306069,0.468109137
27,159,1006,B,1,0,159,1.771879463,0.392118637,0.212331196,0.599999674
27,159,1007,B,1,0,159,1.769387511,0.394943912,0.208151868,0.548913904
27,159,1008,B,1,1,159,1.762813427,0.344712604,0.068203491,0.612244735
27,160,1009,F,1,1,160,1.716850815,0.290342174,0.350138672,0.69108814
27,160,1010,F,1,1,160,1.693572137,0.303997631,0.292715226,0.618524631
27,160,1011,F,1,1,160,1.687135651,0.236574928,0.302582593,0.729459017
27,160,1012,F,1,0,160,1.698332456,0.239062484,0.278208812,0.699963707
27,160,1013,B,1,1,160,1.726373854,0.27243148,0.192247443,0.645433661
27,160,1014,B,1,0,160,1.691797788,0.229230774,0.209948242,0.709960896
27,160,1015,B,1,1,160,1.701281036,0.24026477,0.218673068,0.597803855
27,160,1016,B,1,1,160,1.707764826,0.253730224,0.253267858,0.601368426
27,160,1017,B,1,0,160,1.701321178,0.248227251,0.126690545,0.717234146
27,161,1018,F,1,0,161,1.712786966,0.366833565,0.226485243,0.538855688
27,161,1019,F,1,1,161,1.710176991,0.346801037,0.238169156,0.662683672
27,161,1020,F,1,1,161,1.715576107,0.400248411,0.251474042,0.680528099
27,161,1021,F,1,0,161,1.71557331,0.333767225,0.207872525,0.707829815
27,161,1022,F,1,1,161,1.709398071,0.409516558,0.288755025,0.516209624
27,161,1023,B,1,1,161,1.731222302,0.408700452,0.213186807,0.435689153
27,161,1024,B,1,1,161,1.736078896,0.319475559,0.202045045,0.511465317
27,161,1025,B,1,1,161,1.740530305,0.420879618,0.222345252,0.584817338
28,162,1026,F,1,1,162,1.66734787,0.137402813,0.126642387,0.445610285
28,162,1027,F,1,0,162,1.698511047,0.176713395,0.175483776,0.537221601
28,162,1028,F,1,1,162,1.647163082,0.029799008,0.122768986,0.513116411
28,162,1029,F,1,1,162,1.660083524,0.120138426,0.268780801,0.606215596
28,162,1030,F,1,1,162,1.654403322,0.093254827,0.121248459,0.495947967
28,162,1031,B,1,0,162,1.668339722,0.216943109,0.233229022,0.49385215
28,162,1032,B,1,0,162,1.66105869,0.148690674,0.469669221,0.483111923
28,162,1033,B,1,0,162,1.690875321,0.283026529,0.303894034,0.452866056
28,162,1034,B,1,1,162,1.668010974,0.241595948,0.297312441,0.459177216
28,162,1035,B,1,0,162,1.658366257,0.162733308,0.494975298,0.533566607
28,163,1036,F,1,0,163,1.693755052,0.275767739,0.23645183,0.327596422
28,163,1037,F,1,1,163,1.687240627,0.338647525,0.282460895,0.332522344
28,163,1038,F,1,1,163,1.699522909,0.24550472,0.299667919,0.417558331
28,163,1039,B,1,1,163,1.699343945,0.323458497,0.318148425,0.498142256
28,163,1040,B,1,0,163,1.705438033,0.344722877,0.335196851,0.550893802
28,163,1041,B,1,0,163,1.68845298,0.304296838,0.300411699,0.453387413
28,163,1042,B,1,1,163,1.688951944,0.262483141,0.329422254,0.541832158
28,163,1043,B,1,1,163,1.701564592,0.31874663,0.312916954,0.457388893
28,164,1044,F,1,0,164,1.718584866,0.315290286,0.234360105,0.39838197
28,164,1045,F,1,0,164,1.707868439,0.359951713,0.135964376,0.418016472
28,164,1046,B,1,1,164,1.735251021,0.301274999,0.305336555,0.510047744
28,164,1047,B,1,1,164,1.736357772,0.374623693,0.281769398,0.444278084
28,164,1048,B,1,1,164,1.738333666,0.368133666,0.220843164,0.431712144
28,164,1049,F,1,0,164,1.715478645,0.321734857,0.254728224,0.329868155
